Ticker,Name,Sector,Asset Class,Market Value,Weight,Notional Value,Shares
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,Real Estate,Equity,35731513.83,0.06,35731513.83,2713099
CSWI,CSW INDUSTRIALS INC,Industrials,Equity,35717118.12,0.06,35717118.12,321602
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,Equity,35609283.6,0.06,35609283.6,523820
PRK,PARK NATIONAL CORP,Financials,Equity,35551306.1,0.06,35551306.1,340595
SASR,SANDY SPRING BANCORP INC,Financials,Equity,35249314.5,0.06,35249314.5,1093002
KALU,KAISER ALUMINIUM CORP,Materials,Equity,35200847.42,0.06,35200847.42,369059
VRTU,VIRTUSA CORP,Information Technology,Equity,34973857.46,0.06,34973857.46,684286
COHU,COHU INC,Information Technology,Equity,34925557.59,0.06,34925557.59,965061
ENDP,ENDO INTERNATIONAL PLC,Health Care,Equity,34727615.82,0.06,34727615.82,5310033
SBCF,SEACOAST BANKING OF FLORIDA,Financials,Equity,34664266.8,0.06,34664266.8,1197384
CSGS,CSG SYSTEMS INTERNATIONAL INC,Information Technology,Equity,34602925.8,0.06,34602925.8,767930
AMKR,AMKOR TECHNOLOGY INC,Information Technology,Equity,34592365.6,0.06,34592365.6,2337322
HNI,HNI CORP,Industrials,Equity,34518858.96,0.06,34518858.96,1001127
DRNA,DICERNA PHARMACEUTICALS INC,Health Care,Equity,34497637.73,0.06,34497637.73,1560626
CYRX,CRYOPORT INC,Health Care,Equity,34421597.28,0.06,34421597.28,803492
HCAT,HEALTH CATALYST INC,Health Care,Equity,34368320.99,0.06,34368320.99,788807
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,34287825.37,0.06,34287825.37,2660033
ALLO,ALLOGENE THERAPEUTICS INC,Health Care,Equity,34158936.35,0.06,34158936.35,1267493
MRSN,MERSANA THERAPEUTICS INC,Health Care,Equity,34017137.76,0.06,34017137.76,1256172
AAT,AMERICAN ASSETS TRUST REIT INC,Real Estate,Equity,33887895.08,0.06,33887895.08,1195762
SYKE,SYKES ENTERPRISES INC,Information Technology,Equity,33762213.18,0.06,33762213.18,899606
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Equity,33647060.72,0.06,33647060.72,823069
JOE,ST JOE,Real Estate,Equity,33479125.2,0.06,33479125.2,788115
GRWG,GROWGENERATION CORP,Consumer Discretionary,Equity,33478514.46,0.06,33478514.46,869346
INO,INOVIO PHARMACEUTICALS INC,Health Care,Equity,33458670.24,0.06,33458670.24,3750972
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Equity,33443356.14,0.06,33443356.14,338427
AXNX,AXONICS MODULATION TECHNOLOGIES IN,Health Care,Equity,33403147.05,0.06,33403147.05,713895
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,Equity,33099894,0.06,33099894,612961
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,Equity,33053508,0.06,33053508,1224204
VSTO,VISTA OUTDOOR INC,Consumer Discretionary,Equity,32960589.06,0.06,32960589.06,1394862
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,32954823.68,0.06,32954823.68,723328
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,32922758.28,0.06,32922758.28,803386
HTLF,HEARTLAND FINANCIAL USA INC,Financials,Equity,32893521.12,0.06,32893521.12,823986
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,32857292.16,0.06,32857292.16,927648
ZUO,ZUORA INC CLASS A,Information Technology,Equity,32793769.28,0.06,32793769.28,2369492
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Financials,Equity,32622288.96,0.06,32622288.96,761136
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Communication,Equity,32620081.35,0.06,32620081.35,1033917
RLAY,RELAY THERAPEUTICS INC,Health Care,Equity,32596071.54,0.06,32596071.54,768594
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,32581187.26,0.06,32581187.26,858982
TTGT,TECHTARGET INC,Communication,Equity,32361899.01,0.06,32361899.01,561741
CYTK,CYTOKINETICS INC,Health Care,Equity,32340537.4,0.06,32340537.4,1569929
CALM,CAL MAINE FOODS INC,Consumer Staples,Equity,32337643.1,0.06,32337643.1,857990
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Financials,Equity,32280883.02,0.06,32280883.02,8917371
OCUL,OCULAR THERAPEUTIX INC,Health Care,Equity,32210167.36,0.06,32210167.36,1604092
LNN,LINDSAY CORP,Industrials,Equity,32207708,0.06,32207708,253604
FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,Financials,Equity,32191517.36,0.06,32191517.36,740716
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Financials,Equity,32105853.76,0.06,32105853.76,675344
EIDX,EIDOS THERAPEUTICS INC,Health Care,Equity,31998975.73,0.06,31998975.73,256793
RRC,RANGE RESOURCES CORP,Energy,Equity,31855062.72,0.06,31855062.72,5104978
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,31851786.69,0.06,31851786.69,426339
CBZ,CBIZ INC,Industrials,Equity,31781945.58,0.05,31781945.58,1191674
TTMI,TTM TECHNOLOGIES INC,Information Technology,Equity,31757463.84,0.05,31757463.84,2329968
MCRB,SERES THERAPEUTICS INC,Health Care,Equity,31737561.12,0.05,31737561.12,1296469
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,31695919.16,0.05,31695919.16,598714
VCEL,VERICEL CORP,Health Care,Equity,31679453,0.05,31679453,1081210
GLUU,GLU MOBILE INC,Communication,Equity,31671476.94,0.05,31671476.94,3438814
INOV,INOVALON HOLDINGS INC CLASS A,Health Care,Equity,31668360.78,0.05,31668360.78,1756426
ALG,ALAMO GROUP INC,Industrials,Equity,31592017.86,0.05,31592017.86,231647
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,31570254.95,0.05,31570254.95,687955
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,31512077.01,0.05,31512077.01,2518951
TTEC,TTEC HOLDINGS INC,Information Technology,Equity,31505080,0.05,31505080,428000
TBIO,TRANSLATE BIO INC,Health Care,Equity,31487410.5,0.05,31487410.5,1614739
BRMK,BROADMARK REALTY CAPITAL INC,Financials,Equity,31342325.31,0.05,31342325.31,3034107
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,31309737.29,0.05,31309737.29,574807
CORE,CORE MARK HOLDING INC,Consumer Discretionary,Equity,31218908.13,0.05,31218908.13,1050081
MLAB,MESA LABORATORIES INC,Health Care,Equity,31210116.7,0.05,31210116.7,110855
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary,Equity,31199409.5,0.05,31199409.5,1056175
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Equity,31174713.44,0.05,31174713.44,1152911
PRIM,PRIMORIS SERVICES CORP,Industrials,Equity,31170089.8,0.05,31170089.8,1125274
BANR,BANNER CORP,Financials,Equity,31168847.7,0.05,31168847.7,688510
MTDR,MATADOR RESOURCES,Energy,Equity,31162824,0.05,31162824,2596902
TRS,TRIMAS CORP,Industrials,Equity,31098930.34,0.05,31098930.34,964009
HSC,HARSCO CORP,Industrials,Equity,30874988.43,0.05,30874988.43,1834521
LOB,LIVE OAK BANCSHARES INC,Financials,Equity,30853293.78,0.05,30853293.78,671746
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,30842291.37,0.05,30842291.37,1010229
CRS,CARPENTER TECHNOLOGY CORP,Materials,Equity,30786738.41,0.05,30786738.41,1108633
AR,ANTERO RESOURCES CORP,Energy,Equity,30730019.34,0.05,30730019.34,5842209
VCRA,VOCERA COMMUNICATIONS INC,Health Care,Equity,30680761.6,0.05,30680761.6,754940
HURN,HURON CONSULTING GROUP INC,Industrials,Equity,30612900.7,0.05,30612900.7,529910
SPT,SPROUT SOCIAL INC CLASS A,Information Technology,Equity,30568374.52,0.05,30568374.52,646676
MYGN,MYRIAD GENETICS INC,Health Care,Equity,30423648.12,0.05,30423648.12,1672548
SAFE,SAFEHOLD INC,Real Estate,Equity,30385324,0.05,30385324,421550
ASTE,ASTEC INDUSTRIES INC,Industrials,Equity,30372041.65,0.05,30372041.65,526105
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,Equity,30072823.2,0.05,30072823.2,1684752
NBTB,NBT BANCORP INC,Financials,Equity,29992413.2,0.05,29992413.2,949127
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,29982195.49,0.05,29982195.49,481487
BRP,BRP GROUP INC CLASS A,Financials,Equity,29955901.36,0.05,29955901.36,1016488
EGBN,EAGLE BANCORP INC,Financials,Equity,29885229.68,0.05,29885229.68,743044
GMS,GMS INC,Industrials,Equity,29853044.95,0.05,29853044.95,992785
CATM,CARDTRONICS PLC CLASS A,Information Technology,Equity,29794641.45,0.05,29794641.45,842847
MHO,M I HOMES INC,Consumer Discretionary,Equity,29751371.1,0.05,29751371.1,651585
IRT,INDEPENDENCE REALTY INC TRUST,Real Estate,Equity,29715376.8,0.05,29715376.8,2235920
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,Equity,29706289.2,0.05,29706289.2,1463364
TNC,TENNANT,Industrials,Equity,29691713.8,0.05,29691713.8,430190
AMRC,AMERESCO INC CLASS A,Industrials,Equity,29628891.08,0.05,29628891.08,582787
REAL,THE REALREAL INC,Consumer Discretionary,Equity,29435890.59,0.05,29435890.59,1471059
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,29407666.8,0.05,29407666.8,1097301
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,Equity,29333556.6,0.05,29333556.6,110580
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Equity,29276973.44,0.05,29276973.44,4158661
MTRN,MATERION CORP,Materials,Equity,29257797.92,0.05,29257797.92,476822
TROX,TRONOX HOLDINGS PLC,Materials,Equity,29240540.04,0.05,29240540.04,2091598
UPLD,UPLAND SOFTWARE INC,Information Technology,Equity,29158182.45,0.05,29158182.45,629087
SWM,SCHWEITZER MAUDUIT INTERNATIONAL I,Materials,Equity,29138120,0.05,29138120,728453
FARO,FARO TECHNOLOGIES INC,Information Technology,Equity,29074395.84,0.05,29074395.84,418096
STC,STEWART INFO SERVICES CORP,Financials,Equity,28973704.86,0.05,28973704.86,598383
UIS,UNISYS CORP,Information Technology,Equity,28954963.17,0.05,28954963.17,1482589
EVH,EVOLENT HEALTH INC CLASS A,Health Care,Equity,28947976.2,0.05,28947976.2,1810380
MSEX,MIDDLESEX WATER,Utilities,Equity,28937205.5,0.05,28937205.5,403306
BGCP,BGC PARTNERS INC CLASS A,Financials,Equity,28928032.26,0.05,28928032.26,7286658
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,Equity,28904870.06,0.05,28904870.06,1147474
MGNX,MACROGENICS INC,Health Care,Equity,28854982.52,0.05,28854982.52,1263353
RIG,TRANSOCEAN LTD,Energy,Equity,28825224.4,0.05,28825224.4,13222580
IMGN,IMMUNOGEN INC,Health Care,Equity,28744352.35,0.05,28744352.35,4322459
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,Equity,28740553.16,0.05,28740553.16,1949834
MODN,MODEL N INC,Information Technology,Equity,28664244,0.05,28664244,802920
DDD,3D SYSTEMS CORP,Information Technology,Equity,28660169.3,0.05,28660169.3,2823662
WHD,CACTUS INC CLASS A,Energy,Equity,28650637.52,0.05,28650637.52,1129757
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,Equity,28646184.2,0.05,28646184.2,953284
HOPE,HOPE BANCORP INC,Financials,Equity,28609085.12,0.05,28609085.12,2653904
NTGR,NETGEAR INC,Information Technology,Equity,28518129.45,0.05,28518129.45,701553
ALEX,ALEXANDER & BALDWIN INC,Real Estate,Equity,28502556.67,0.05,28502556.67,1689541
SRRK,SCHOLAR ROCK HOLDING CORP,Health Care,Equity,28472585.7,0.05,28472585.7,598415
AZZ,AZZ INC,Industrials,Equity,28223304.88,0.05,28223304.88,608392
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,Equity,28140313.6,0.05,28140313.6,668416
CERS,CERUS CORP,Health Care,Equity,28048696.55,0.05,28048696.55,3909226
PAR,PAR TECHNOLOGY CORP,Information Technology,Equity,28020451.4,0.05,28020451.4,444205
WW,WW INTERNATIONAL INC,Consumer Discretionary,Equity,28014713.02,0.05,28014713.02,1105553
EB,EVENTBRITE CLASS A INC,Communication,Equity,27993108.5,0.05,27993108.5,1525510
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,27955704.79,0.05,27955704.79,1258699
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Financials,Equity,27937990.6,0.05,27937990.6,1471970
GEF,GREIF INC CLASS A,Materials,Equity,27899411.28,0.05,27899411.28,605982
FOE,FERRO CORP,Materials,Equity,27871333.4,0.05,27871333.4,1928812
PGTI,PGT INNOVATIONS INC,Industrials,Equity,27860104.23,0.05,27860104.23,1343951
CDXS,CODEXIS INC,Health Care,Equity,27751723.38,0.05,27751723.38,1281243
UVV,UNIVERSAL CORP,Consumer Staples,Equity,27705551.1,0.05,27705551.1,571838
AIR,AAR CORP,Industrials,Equity,27699219.24,0.05,27699219.24,782022
WIRE,ENCORE WIRE CORP,Industrials,Equity,27604828.16,0.05,27604828.16,473984
GBX,GREENBRIER INC,Industrials,Equity,27531784.58,0.05,27531784.58,755123
NNI,NELNET INC CLASS A,Financials,Equity,27531275.6,0.05,27531275.6,405110
RCUS,ARCUS BIOSCIENCES INC,Health Care,Equity,27440608.14,0.05,27440608.14,996391
RAVN,RAVEN INDUSTRIES INC,Industrials,Equity,27329388.65,0.05,27329388.65,837041
ECPG,ENCORE CAPITAL GROUP INC,Financials,Equity,27117189,0.05,27117189,732897
DLX,DELUXE CORP,Industrials,Equity,27059953.9,0.05,27059953.9,975485
PLUS,EPLUS,Information Technology,Equity,26945299.92,0.05,26945299.92,311003
VBTX,VERITEX HOLDINGS INC,Financials,Equity,26923876.2,0.05,26923876.2,1065870
CVGW,CALAVO GROWERS INC,Consumer Staples,Equity,26803778.96,0.05,26803778.96,388348
ECOL,US ECOLOGY INC,Industrials,Equity,26796453.21,0.05,26796453.21,737991
LASR,NLIGHT INC,Information Technology,Equity,26781484.94,0.05,26781484.94,826334
MTSC,MTS SYSTEMS CORP,Information Technology,Equity,26777558.64,0.05,26777558.64,458206
PGNY,PROGYNY INC,Health Care,Equity,26756297.26,0.05,26756297.26,631939
GCP,GCP APPLIED TECHNOLOGIES INC,Materials,Equity,26748542.8,0.05,26748542.8,1150970
AKR,ACADIA REALTY TRUST REIT,Real Estate,Equity,26664750,0.05,26664750,1904625
CASH,META FINANCIAL GROUP INC,Financials,Equity,26596893.36,0.05,26596893.36,743761
OCFC,OCEANFIRST FINANCIAL CORP,Financials,Equity,26596590.52,0.05,26596590.52,1436101
SI,SILVERGATE CAPITAL CLASS A CORP,Financials,Equity,26580372.91,0.05,26580372.91,382837
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,26546006.94,0.05,26546006.94,1369763
SCS,STEELCASE INC CLASS A,Industrials,Equity,26462224.24,0.05,26462224.24,2026204
AMSF,AMERISAFE INC,Financials,Equity,26337241.95,0.05,26337241.95,459237
AROC,ARCHROCK INC,Energy,Equity,26277348.06,0.05,26277348.06,3095094
BANF,BANCFIRST CORP,Financials,Equity,25866344.19,0.04,25866344.19,447747
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Equity,25865947.94,0.04,25865947.94,1956577
ARCB,ARCBEST CORP,Industrials,Equity,25860030.75,0.04,25860030.75,604913
EVOP,EVO PAYMENTS INC CLASS A,Information Technology,Equity,25854070.95,0.04,25854070.95,980435
TBK,TRIUMPH BANCORP INC,Financials,Equity,25844437.92,0.04,25844437.92,531888
INSG,INSEEGO CORP,Information Technology,Equity,25675638.7,0.04,25675638.7,1646930
DRQ,DRIL QUIP INC,Energy,Equity,25626099.52,0.04,25626099.52,837728
STAR,ISTAR REIT INC,Real Estate,Equity,25620181.02,0.04,25620181.02,1718322
FBK,FB FINANCIAL CORP,Financials,Equity,25597590.2,0.04,25597590.2,743036
RGR,STURM RUGER INC,Consumer Discretionary,Equity,25550415.23,0.04,25550415.23,394967
SAFT,SAFETY INSURANCE GROUP INC,Financials,Equity,25513305.2,0.04,25513305.2,328568
CLI,MACK-CALI REALTY REIT CORP,Real Estate,Equity,25494672.8,0.04,25494672.8,2056022
CWENA,CLEARWAY ENERGY INC CLASS A,Utilities,Equity,25488745.29,0.04,25488745.29,847647
ZGNX,ZOGENIX INC,Health Care,Equity,25471318.95,0.04,25471318.95,1304215
OPI,OFFICE PROPERTIES INCOME TRUST,Real Estate,Equity,25337114.57,0.04,25337114.57,1124345
ELF,ELF BEAUTY INC,Consumer Staples,Equity,25196265.38,0.04,25196265.38,1085578
BUSE,FIRST BUSEY CORP,Financials,Equity,25119496.37,0.04,25119496.37,1186561
IPAR,INTER PARFUMS INC,Consumer Staples,Equity,25098300.9,0.04,25098300.9,417609
HCC,WARRIOR MET COAL INC,Materials,Equity,25068712.55,0.04,25068712.55,1239185
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,Equity,25010266.47,0.04,25010266.47,384951
CTS,CTS CORP,Information Technology,Equity,25008999.34,0.04,25008999.34,744094
ADVM,ADVERUM BIOTECHNOLOGIES INC,Health Care,Equity,24794673.23,0.04,24794673.23,2091495
NKTX,NKARTA INC,Health Care,Equity,24765674.94,0.04,24765674.94,385578
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Equity,24682900.92,0.04,24682900.92,3371981
MRTN,MARTEN TRANSPORT LTD,Industrials,Equity,24454004.08,0.04,24454004.08,1411894
KPTI,KARYOPHARM THERAPEUTICS INC,Health Care,Equity,24349477,0.04,24349477,1650812
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,24234116.2,0.04,24234116.2,2472869
PING,PING IDENTITY HOLDING CORP,Information Technology,Equity,24224536,0.04,24224536,865162
EPZM,EPIZYME INC,Health Care,Equity,24084476.25,0.04,24084476.25,2096125
NXGN,NEXTGEN HEALTHCARE INC,Health Care,Equity,24080122.09,0.04,24080122.09,1323811
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,Equity,24016812,0.04,24016812,510996
CHRS,COHERUS BIOSCIENCES INC,Health Care,Equity,23974029.09,0.04,23974029.09,1393029
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,23966939.49,0.04,23966939.49,278071
GWB,GREAT WESTERN BANCORP INC,Financials,Equity,23950914.65,0.04,23950914.65,1188631
QNST,QUINSTREET INC,Communication,Equity,23921077.41,0.04,23921077.41,1112091
PBI,PITNEY BOWES INC,Industrials,Equity,23867699.1,0.04,23867699.1,3723510
CLNE,CLEAN ENERGY FUELS CORP,Energy,Equity,23842136.76,0.04,23842136.76,3064542
GNMK,GENMARK DIAGNOSTICS INC,Health Care,Equity,23680179.75,0.04,23680179.75,1661767
GPRO,GOPRO INC CLASS A,Consumer Discretionary,Equity,23652740.18,0.04,23652740.18,2873966
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,Equity,23648496.12,0.04,23648496.12,791449
TMP,TOMPKINS FINANCIAL CORP,Financials,Equity,23593097.22,0.04,23593097.22,335797
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,23587753.04,0.04,23587753.04,1028461
AMCX,AMC NETWORKS CLASS A INC,Communication,Equity,23473329.09,0.04,23473329.09,672781
SLP,SIMULATIONS PLUS INC,Health Care,Equity,23454484.48,0.04,23454484.48,327211
SNEX,STONEX GROUP INC,Financials,Equity,23450257.8,0.04,23450257.8,397260
CHCO,CITY HOLDING,Financials,Equity,23414539.32,0.04,23414539.32,341868
DK,DELEK US HOLDINGS INC,Energy,Equity,23320034.36,0.04,23320034.36,1501612
HSKA,HESKA CORP,Health Care,Equity,23295254.64,0.04,23295254.64,163464
LMNX,LUMINEX CORP,Health Care,Equity,23263405.2,0.04,23263405.2,1013656
OEC,ORION ENGINEERED CARBONS SA,Materials,Equity,23246300.35,0.04,23246300.35,1420055
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,Equity,23206713.6,0.04,23206713.6,5687920
QTRX,QUANTERIX CORP,Health Care,Equity,23191934.09,0.04,23191934.09,505381
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Equity,23157717.39,0.04,23157717.39,752607
EBIX,EBIX INC,Information Technology,Equity,23052384.56,0.04,23052384.56,635402
GEO,GEO GROUP REIT INC,Real Estate,Equity,22955833.06,0.04,22955833.06,2570642
RWT,REDWOOD TRUST REIT INC,Financials,Equity,22939956.66,0.04,22939956.66,2624709
SHYF,SHYFT GROUP INC,Industrials,Equity,22903356,0.04,22903356,817977
REPL,REPLIMUNE GROUP INC,Health Care,Equity,22766032.23,0.04,22766032.23,557581
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,22682925.76,0.04,22682925.76,206096
MYRG,MYR GROUP INC,Industrials,Equity,22524382.35,0.04,22524382.35,382093
KROS,KEROS THERAPEUTICS INC,Health Care,Equity,22505153.33,0.04,22505153.33,301961
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary,Equity,22487887.14,0.04,22487887.14,1312778
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,22475557.12,0.04,22475557.12,856538
KOS,KOSMOS ENERGY LTD,Energy,Equity,22420167.7,0.04,22420167.7,9747899
HEES,H AND E EQUIPMENT SERVICES INC,Industrials,Equity,22389536.4,0.04,22389536.4,764148
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,22385181.4,0.04,22385181.4,810470
PTEN,PATTERSON UTI ENERGY INC,Energy,Equity,22321656.27,0.04,22321656.27,4284387
SITM,SITIME CORP,Information Technology,Equity,22308400,0.04,22308400,215000
SXI,STANDEX INTERNATIONAL CORP,Industrials,Equity,22289652,0.04,22289652,292400
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,Equity,22278980.88,0.04,22278980.88,786132
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Equity,22217705.6,0.04,22217705.6,2676832
BRBR,BELLRING BRANDS INC CLASS A,Consumer Staples,Equity,22095125.29,0.04,22095125.29,936631
TCBK,TRICO BANCSHARES,Financials,Equity,22073489.91,0.04,22073489.91,630491
TGH,TEXTAINER GROUP HOLDINGS LTD,Industrials,Equity,22066224.18,0.04,22066224.18,1160159
PLOW,DOUGLAS DYNAMICS INC,Industrials,Equity,22002582.35,0.04,22002582.35,531335
CRVL,CORVEL CORP,Health Care,Equity,21943963.8,0.04,21943963.8,208197
CNST,CONSTELLATION PHARMACEUTICALS INC,Health Care,Equity,21857281.6,0.04,21857281.6,726880
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,Equity,21792017.28,0.04,21792017.28,514448
AHCO,ADAPTHEALTH CORP CLASS A,Health Care,Equity,21723221.76,0.04,21723221.76,589664
WNC,WABASH NATIONAL CORP,Industrials,Equity,21698371.59,0.04,21698371.59,1268169
NP,NEENAH INC,Materials,Equity,21682586.14,0.04,21682586.14,390959
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,Equity,21675852.8,0.04,21675852.8,787640
SKT,TANGER FACTORY OUTLET CENTERS REIT,Real Estate,Equity,21670528.88,0.04,21670528.88,2120404
PSNL,PERSONALIS INC,Health Care,Equity,21627631.8,0.04,21627631.8,561465
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,Equity,21624346.8,0.04,21624346.8,2451740
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,Equity,21620620.45,0.04,21620620.45,3023863
CSR,CENTERSPACE TRUST,Real Estate,Equity,21596478,0.04,21596478,305035
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,21554285.92,0.04,21554285.92,2010661
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,21510359.64,0.04,21510359.64,1551974
RAD,RITE AID CORP,Consumer Staples,Equity,21453202.3,0.04,21453202.3,1296266
ATRI,ATRION CORP,Health Care,Equity,21414134.35,0.04,21414134.35,33565
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,Equity,21269041.8,0.04,21269041.8,364508
NXRT,NEXPOINT RESIDENTIAL TRUST INC,Real Estate,Equity,21236618,0.04,21236618,521144
GRPN,GROUPON INC,Consumer Discretionary,Equity,21173380.02,0.04,21173380.02,552253
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,Communication,Equity,21140887.21,0.04,21140887.21,852799
CEVA,CEVA INC,Information Technology,Equity,21134483.76,0.04,21134483.76,509756
MIK,MICHAELS COMPANIES INC,Consumer Discretionary,Equity,21123492,0.04,21123492,1760291
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,21103254,0.04,21103254,651335
FREQ,FREQUENCY THERAPEUTICS INC,Health Care,Equity,21072540.28,0.04,21072540.28,595606
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,Equity,21022388.52,0.04,21022388.52,271572
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,20991740.4,0.04,20991740.4,549522
CMCO,COLUMBUS MCKINNON CORP,Industrials,Equity,20963296.2,0.04,20963296.2,542388
LL,LUMBER LIQUIDATORS HOLDINGS INC,Consumer Discretionary,Equity,20895760.8,0.04,20895760.8,682868
IMAX,IMAX CORP,Communication,Equity,20767814.55,0.04,20767814.55,1163463
GFF,GRIFFON CORP,Industrials,Equity,20754749.2,0.04,20754749.2,1024420
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Equity,20661016.5,0.04,20661016.5,1299435
PLT,PLANTRONICS INC,Information Technology,Equity,20640023.04,0.04,20640023.04,810048
RILY,B RILEY FINANCIAL INC,Financials,Equity,20606482.28,0.04,20606482.28,465578
PRA,PROASSURANCE CORP,Financials,Equity,20571978.12,0.04,20571978.12,1159638
FBNC,FIRST BANCORP,Financials,Equity,20493158.04,0.04,20493158.04,616521
STBA,S AND T BANCORP INC,Financials,Equity,20392760.14,0.04,20392760.14,848461
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials,Equity,20344168.2,0.04,20344168.2,712830
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,20322867.6,0.04,20322867.6,1619352
BKE,BUCKLE INC,Consumer Discretionary,Equity,20310566.85,0.04,20310566.85,680421
CRY,CRYOLIFE INC,Health Care,Equity,20290558.86,0.04,20290558.86,887601
EIG,EMPLOYERS HOLDINGS INC,Financials,Equity,20268293.28,0.04,20268293.28,636567
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,20243273.56,0.03,20243273.56,496402
MMI,MARCUS & MILLICHAP INC,Real Estate,Equity,20232638.88,0.03,20232638.88,542721
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,20229678.03,0.03,20229678.03,1122001
KRNY,KEARNY FINANCIAL TEST CORP,Financials,Equity,20219190.46,0.03,20219190.46,1933001
SSP,EW SCRIPPS CLASS A,Communication,Equity,20202836.72,0.03,20202836.72,1350457
GLNG,GOLAR LNG LTD,Energy,Equity,20147640.48,0.03,20147640.48,2173424
XPEL,XPEL INC,Consumer Discretionary,Equity,20126460.82,0.03,20126460.82,392023
OMER,OMEROS CORP,Health Care,Equity,20119328.46,0.03,20119328.46,1396206
ORIC,ORIC PHARMACEUTICALS INC,Health Care,Equity,20102440.8,0.03,20102440.8,508665
BRKL,BROOKLINE BANCORP INC,Financials,Equity,20095066.14,0.03,20095066.14,1705863
TRHC,TABULA RASA HEALTHCARE INC,Health Care,Equity,20086083.59,0.03,20086083.59,483187
RDUS,RADIUS HEALTH INC,Health Care,Equity,20000773.44,0.03,20000773.44,1093536
